Middle layer Super Output Areas Code,Middle layer Super Output Areas,Female,Male,Total
E02004687,Basingstoke and Deane 013,3907,3785,7692
E02004688,Basingstoke and Deane 014,3972,3873,7845
E02004689,Basingstoke and Deane 015,2939,2751,5690
E02004690,Basingstoke and Deane 016,4085,4041,8126
E02004691,Basingstoke and Deane 017,4083,3868,7951
E02004692,Basingstoke and Deane 018,3671,3561,7232
E02004693,Basingstoke and Deane 019,3762,3684,7446
E02004694,Basingstoke and Deane 020,3810,3729,7539
E02004695,Basingstoke and Deane 021,4386,4367,8753
E02004696,Basingstoke and Deane 022,3807,3737,7544
E02004697,East Hampshire 001,3563,3273,6836
E02004698,East Hampshire 002,3412,3193,6605
E02004699,East Hampshire 003,5500,5212,10712
E02004700,East Hampshire 004,3479,3426,6905
E02004702,East Hampshire 006,4047,3972,8019
E02004703,East Hampshire 007,6467,6144,12611
E02004704,East Hampshire 008,3132,3072,6204
E02004705,East Hampshire 009,5114,4657,9771
E02004706,East Hampshire 010,3941,3675,7616
E02004707,East Hampshire 011,5769,5441,11210
E02004708,East Hampshire 012,5095,4527,9622
E02004709,East Hampshire 013,4503,4240,8743
E02004710,East Hampshire 014,3344,3210,6554
E02004712,Eastleigh 001,4483,4285,8768
E02004713,Eastleigh 002,4109,3923,8032
E02004714,Eastleigh 003,3900,3614,7514
E02004715,Eastleigh 004,4545,4500,9045
E02004716,Eastleigh 005,4430,4321,8751
E02004717,Eastleigh 006,6635,6353,12988
E02004718,Eastleigh 007,4374,4318,8692
E02004719,Eastleigh 008,5845,5686,11531
E02004720,Eastleigh 009,5836,5485,11321
E02004721,Eastleigh 010,6067,5717,11784
E02004722,Eastleigh 011,3631,3380,7011
E02004723,Eastleigh 012,5101,4757,9858
E02004724,Eastleigh 013,4877,4793,9670
E02004725,Eastleigh 014,2802,2640,5442
E02004726,Eastleigh 015,3109,2927,6036
E02004727,Fareham 001,5212,5043,10255
E02004728,Fareham 002,4696,4402,9098
E02004729,Fareham 003,3735,3511,7246
E02004730,Fareham 004,4442,4231,8673
E02004731,Fareham 005,3874,3705,7579
E02004732,Fareham 006,4593,4250,8843
E02004733,Fareham 007,4116,3902,8018
E02004734,Fareham 008,5194,4918,10112
E02004735,Fareham 009,3858,3622,7480
E02004736,Fareham 010,4121,3990,8111
E02004737,Fareham 011,3872,3700,7572
E02004738,Fareham 012,3712,3496,7208
E02004739,Fareham 013,3596,3628,7224
E02004740,Fareham 014,3698,3395,7093
E02004741,Gosport 001,3830,3667,7497
E02004742,Gosport 002,3637,3416,7053
E02004743,Gosport 003,3726,3587,7313
E02004744,Gosport 004,5004,4814,9818
E02004745,Gosport 005,4276,4235,8511
E02004746,Gosport 006,5752,5359,11111
E02004747,Gosport 007,3158,3089,6247
E02004748,Gosport 008,4781,4611,9392
E02004749,Gosport 009,3753,3421,7174
E02004750,Gosport 010,3924,3912,7836
E02004751,Hart 001,4377,4059,8436
E02004752,Hart 002,3999,3954,7953
E02004753,Hart 003,5451,6065,11516
E02004754,Hart 004,3769,3395,7164
E02004755,Hart 005,6180,5986,12166
E02004756,Hart 006,4848,4811,9659
E02004757,Hart 007,3990,3904,7894
E02004758,Hart 008,4657,4496,9153
E02004759,Hart 009,4239,3987,8226
E02004760,Hart 010,5535,5189,10724
E02004761,Hart 011,3220,3299,6519
E02004764,Havant 003,4197,3978,8175
E02004765,Havant 004,3090,2958,6048
E02004766,Havant 005,3699,3416,7115
E02004767,Havant 006,3026,2793,5819
E02004768,Havant 007,2794,2582,5376
E02004769,Havant 008,3324,3061,6385
E02004770,Havant 009,3529,3321,6850
E02004771,Havant 010,4672,4295,8967
E02004772,Havant 011,4767,4573,9340
E02004774,Havant 013,5380,4889,10269
E02004775,Havant 014,5355,4959,10314
E02004776,Havant 015,3084,2864,5948
E02004777,Havant 016,2766,2493,5259
E02004778,Havant 017,3218,2966,6184
E02004779,New Forest 001,5651,5272,10923
E02004780,New Forest 002,3058,2817,5875
E02004781,New Forest 003,4111,3896,8007
E02004782,New Forest 004,3969,3767,7736
E02004783,New Forest 005,3587,3448,7035
E02004784,New Forest 006,2859,2786,5645
E02004785,New Forest 007,2815,2676,5491
E02004786,New Forest 008,4231,4015,8246
E02004787,New Forest 009,3790,3486,7276
E02004788,New Forest 010,3653,3571,7224
E02004789,New Forest 011,5427,5008,10435
E02004790,New Forest 012,4300,3807,8107
E02004791,New Forest 013,2842,2714,5556
E02004792,New Forest 014,4274,4183,8457
E02004793,New Forest 015,3852,3539,7391
E02004794,New Forest 016,3582,3309,6891
E02004795,New Forest 017,4435,4079,8514
E02004796,New Forest 018,5037,4593,9630
E02004797,New Forest 019,4222,3902,8124
E02004798,New Forest 020,3188,2956,6144
E02004799,New Forest 021,4247,3696,7943
E02004800,New Forest 022,3993,3411,7404
E02004801,New Forest 023,4120,3611,7731
E02004802,Rushmoor 001,3479,3271,6750
E02004803,Rushmoor 002,3841,3648,7489
E02004804,Rushmoor 003,3577,3578,7155
E02004805,Rushmoor 004,4291,4278,8569
E02004806,Rushmoor 005,4039,3995,8034
E02004807,Rushmoor 006,4836,4627,9463
E02004808,Rushmoor 007,5736,6387,12123
E02004809,Rushmoor 008,5309,5605,10914
E02004810,Rushmoor 009,4081,4005,8086
E02004811,Rushmoor 010,3981,3991,7972
E02004812,Rushmoor 011,3349,3392,6741
E02004813,Rushmoor 012,3349,3115,6464
E02004814,Test Valley 001,3595,3446,7041
E02004815,Test Valley 002,3771,3602,7373
E02004817,Test Valley 004,3847,3644,7491
E02004818,Test Valley 005,5074,5168,10242
E02004819,Test Valley 006,3930,3867,7797
E02004820,Test Valley 007,3645,3643,7288
E02004821,Test Valley 008,2656,2571,5227
E02004822,Test Valley 009,4067,3958,8025
E02004823,Test Valley 010,4519,4139,8658
E02004824,Test Valley 011,3189,2668,5857
E02004825,Test Valley 012,5576,5326,10902
E02004826,Test Valley 013,5037,4728,9765
E02004827,Test Valley 014,3761,3600,7361
E02004828,Test Valley 015,3711,3539,7250
E02004829,Winchester 001,3002,2916,5918
E02004830,Winchester 002,3508,3436,6944
E02004831,Winchester 003,5294,5196,10490
E02004832,Winchester 004,4460,4016,8476
E02004833,Winchester 005,5161,4917,10078
E02004834,Winchester 006,4114,3529,7643
E02004835,Winchester 007,5246,5454,10700
E02004836,Winchester 008,3698,3066,6764
E02004837,Winchester 009,4251,3981,8232
E02004838,Winchester 010,5002,4748,9750
E02004839,Winchester 011,4584,4378,8962
E02004840,Winchester 012,5318,4885,10203
E02004841,Winchester 013,5903,5843,11746
E02004842,Winchester 014,5835,5700,11535
E02004843,Broxbourne 001,3703,3529,7232
E02004844,Broxbourne 002,3851,3607,7458
E02004845,Broxbourne 003,4016,3880,7896
E02004846,Broxbourne 004,3273,3127,6400
E02004847,Broxbourne 005,5442,4913,10355
E02004848,Broxbourne 006,3974,3744,7718
E02004849,Broxbourne 007,3496,3355,6851
E02004850,Broxbourne 008,3808,3641,7449
E02004851,Broxbourne 009,3130,2806,5936
E02004852,Broxbourne 010,4210,3859,8069
E02004853,Broxbourne 011,3666,3325,6991
E02004854,Broxbourne 012,4201,3872,8073
E02004855,Broxbourne 013,4356,4223,8579
E02004856,Dacorum 001,2874,2926,5800
E02004857,Dacorum 002,3165,2876,6041
E02004858,Dacorum 003,2595,2431,5026
E02004859,Dacorum 004,2717,2600,5317
E02004860,Dacorum 005,2958,2874,5832
E02004861,Dacorum 006,2883,2649,5532
E02004862,Dacorum 007,3875,3907,7782
E02004863,Dacorum 008,4049,3885,7934
E02004864,Dacorum 009,3268,3103,6371
E02004865,Dacorum 010,2838,2676,5514
E02004866,Dacorum 011,3551,3218,6769
E02004867,Dacorum 012,3379,3158,6537
E02004868,Dacorum 013,4087,3711,7798
E02004869,Dacorum 014,3045,2830,5875
E02004870,Dacorum 015,5901,5714,11615
E02004871,Dacorum 016,2613,2411,5024
E02004872,Dacorum 017,3803,3622,7425
E02004873,Dacorum 018,5897,5768,11665
E02004874,Dacorum 019,3043,2957,6000
E02004875,Dacorum 020,5341,5100,10441
E02004876,Dacorum 021,4328,5169,9497
E02004877,Dacorum 022,2742,2546,5288
E02004878,East Hertfordshire 001,4722,4596,9318
E02004880,East Hertfordshire 003,5471,5358,10829
E02004881,East Hertfordshire 004,3517,3350,6867
E02004882,East Hertfordshire 005,4341,4116,8457
E02004883,East Hertfordshire 006,3166,3081,6247
E02004884,East Hertfordshire 007,5343,5030,10373
E02004885,East Hertfordshire 008,4322,4259,8581
E02004886,East Hertfordshire 009,3389,3274,6663
E02004887,East Hertfordshire 010,3805,3724,7529
E02004888,East Hertfordshire 011,4449,4293,8742
E02004889,East Hertfordshire 012,5862,5376,11238
E02004890,East Hertfordshire 013,4311,4078,8389
E02004891,East Hertfordshire 014,4072,3825,7897
E02004892,East Hertfordshire 015,3034,2879,5913
E02004893,East Hertfordshire 016,3014,2962,5976
E02004894,East Hertfordshire 017,4931,4701,9632
E02004895,East Hertfordshire 018,4817,4570,9387
E02004896,Hertsmere 001,4191,3789,7980
E02004897,Hertsmere 002,3551,3261,6812
E02004898,Hertsmere 003,4119,3633,7752
E02004899,Hertsmere 004,2848,2543,5391
E02004900,Hertsmere 005,4150,4035,8185
E02004901,Hertsmere 006,5291,4923,10214
E02004902,Hertsmere 007,4188,3940,8128
E02004903,Hertsmere 008,3925,3588,7513
E02004904,Hertsmere 009,3525,3344,6869
E02004905,Hertsmere 010,3359,3183,6542
E02004906,Hertsmere 011,5665,5448,11113
E02004907,Hertsmere 012,5674,5102,10776
E02004908,Hertsmere 013,5542,5011,10553
E02004909,North Hertfordshire 001,2890,2923,5813
E02004910,North Hertfordshire 002,5922,5709,11631
E02004911,North Hertfordshire 003,3549,3259,6808
E02004912,North Hertfordshire 004,5454,5163,10617
E02004914,North Hertfordshire 006,4181,3894,8075
E02004915,North Hertfordshire 007,2898,2734,5632
E02004916,North Hertfordshire 008,3880,3536,7416
E02004917,North Hertfordshire 009,3301,3092,6393
E02004918,North Hertfordshire 010,4119,4041,8160
E02004919,North Hertfordshire 011,3979,3728,7707
E02004920,North Hertfordshire 012,5976,5509,11485
E02004921,North Hertfordshire 013,4062,3806,7868
E02004922,North Hertfordshire 014,5187,4945,10132
E02004923,North Hertfordshire 015,5370,5015,10385
E02004924,St Albans 001,3947,3783,7730
E02004925,St Albans 002,3971,3907,7878
E02004926,St Albans 003,4185,3916,8101
E02004927,St Albans 004,3519,3197,6716
E02004928,St Albans 005,3485,3386,6871
E02004929,St Albans 006,3333,3070,6403
E02004930,St Albans 007,3616,3388,7004
E02004931,St Albans 008,3540,3432,6972
E02004932,St Albans 009,4106,3638,7744
E02004933,St Albans 010,3576,3367,6943
E02004934,St Albans 011,3916,3887,7803
E02004935,St Albans 012,4509,4539,9048
E02004936,St Albans 013,3344,3196,6540
E02004937,St Albans 014,3733,3559,7292
E02004939,St Albans 016,3421,3266,6687
E02004940,St Albans 017,3978,3732,7710
E02004941,St Albans 018,5058,4746,9804
E02004942,St Albans 019,3277,3156,6433
E02004943,St Albans 020,4214,4006,8220
E02004944,Stevenage 001,4097,4044,8141
E02004945,Stevenage 002,6201,6031,12232
E02004946,Stevenage 003,3239,3184,6423
E02004948,Stevenage 005,3126,2953,6079
E02004949,Stevenage 006,4425,4372,8797
E02004950,Stevenage 007,3562,3264,6826
E02004951,Stevenage 008,4082,3973,8055
E02004952,Stevenage 009,3512,3373,6885
E02004953,Stevenage 010,3266,3208,6474
E02004954,Stevenage 011,3581,3551,7132
E02004955,Stevenage 012,3026,2993,6019
E02004956,Three Rivers 001,4617,4419,9036
E02004957,Three Rivers 002,5553,5262,10815
E02004958,Three Rivers 003,4046,3812,7858
E02004959,Three Rivers 004,3239,2943,6182
E02004960,Three Rivers 005,2959,2751,5710
E02004961,Three Rivers 006,4956,4753,9709
E02004962,Three Rivers 007,4604,4421,9025
E02004963,Three Rivers 008,3856,3709,7565
E02004964,Three Rivers 009,2972,2774,5746
E02004965,Three Rivers 010,3596,3354,6950
E02004966,Three Rivers 011,3642,3654,7296
E02004967,Three Rivers 012,4078,3800,7878
E02004968,Watford 001,4016,3690,7706
E02004969,Watford 002,3683,3571,7254
E02004970,Watford 003,4401,3998,8399
E02004971,Watford 004,4410,4255,8665
E02004972,Watford 005,3123,3050,6173
E02004973,Watford 006,4261,4443,8704
E02004974,Watford 007,4641,4430,9071
E02004975,Watford 008,4164,4064,8228
E02004976,Watford 009,5646,5767,11413
E02004977,Watford 010,4534,4626,9160
E02004978,Watford 011,5342,4955,10297
E02004979,Watford 012,3683,3496,7179
E02004980,Welwyn Hatfield 001,3142,3060,6202
E02004981,Welwyn Hatfield 002,4190,3947,8137
E02004982,Welwyn Hatfield 003,3099,2872,5971
E02004983,Welwyn Hatfield 004,3154,2966,6120
E02004984,Welwyn Hatfield 005,3167,3120,6287
E02004985,Welwyn Hatfield 006,3650,3282,6932
E02004986,Welwyn Hatfield 007,4526,4261,8787
E02004987,Welwyn Hatfield 008,3967,3827,7794
E02004988,Welwyn Hatfield 009,4021,3829,7850
E02004989,Welwyn Hatfield 010,6291,6265,12556
E02004990,Welwyn Hatfield 011,3579,3706,7285
E02004991,Welwyn Hatfield 012,4003,4227,8230
E02004992,Welwyn Hatfield 013,5222,5182,10404
E02004994,Welwyn Hatfield 015,3178,2974,6152
E02004995,Welwyn Hatfield 016,2880,2762,5642
E02004996,Ashford 001,4403,4024,8427
E02004997,Ashford 002,4239,3952,8191
E02004998,Ashford 003,3512,3288,6800
E02005000,Ashford 005,6065,6040,12105
E02005001,Ashford 006,4904,4659,9563
E02005002,Ashford 007,5170,4870,10040
E02005003,Ashford 008,4744,4504,9248
E02005004,Ashford 009,5974,5827,11801
E02005005,Ashford 010,5233,5163,10396
E02005006,Ashford 011,3200,3008,6208
E02005007,Ashford 012,4759,4606,9365
E02005008,Ashford 013,4686,4083,8769
E02005009,Ashford 014,3086,2875,5961
E02005010,Canterbury 001,3969,3623,7592
E02005011,Canterbury 002,3963,3521,7484
E02005012,Canterbury 003,4641,4319,8960
E02005013,Canterbury 004,4251,3962,8213
E02005014,Canterbury 005,4435,4002,8437
E02005015,Canterbury 006,4941,4707,9648
E02005016,Canterbury 007,4085,3723,7808
E02005017,Canterbury 008,3486,3151,6637
E02005018,Canterbury 009,4490,4242,8732
E02005019,Canterbury 010,3372,3153,6525
E02005020,Canterbury 011,3929,3593,7522
E02005021,Canterbury 012,5689,5343,11032
E02005022,Canterbury 013,4074,3988,8062
E02005023,Canterbury 014,5080,4648,9728
E02005025,Canterbury 016,5404,4490,9894
E02005026,Canterbury 017,4188,3891,8079
E02005027,Canterbury 018,2908,2609,5517
E02005028,Dartford 001,7353,7015,14368
E02005029,Dartford 002,7553,7372,14925
E02005030,Dartford 003,6222,5981,12203
E02005031,Dartford 004,4129,4009,8138
E02005032,Dartford 005,4835,4892,9727
E02005033,Dartford 006,3917,3687,7604
E02005034,Dartford 007,3906,3821,7727
E02005035,Dartford 008,4390,4149,8539
E02005036,Dartford 009,3484,3249,6733
E02005037,Dartford 010,3665,3422,7087
E02005038,Dartford 011,3113,2886,5999
E02005039,Dartford 012,3509,3364,6873
E02005040,Dartford 013,3523,3307,6830
E02005041,Dover 001,3677,3569,7246
E02005042,Dover 002,4580,4341,8921
E02005043,Dover 003,3800,3327,7127
E02005044,Dover 004,3089,2965,6054
E02005045,Dover 005,4797,4555,9352
E02005046,Dover 006,4664,4300,8964
E02005047,Dover 007,4113,3603,7716
E02005048,Dover 008,3360,3234,6594
E02005049,Dover 009,3569,3363,6932
E02005050,Dover 010,4945,4760,9705
E02005051,Dover 011,6976,6628,13604
E02005052,Dover 012,4090,4262,8352
E02005053,Dover 013,4579,4578,9157
E02005054,Dover 014,3370,3316,6686
E02005055,Gravesham 001,4326,4069,8395
E02005056,Gravesham 002,4958,5204,10162
E02005057,Gravesham 003,5898,5688,11586
E02005058,Gravesham 004,4145,3862,8007
E02005059,Gravesham 005,4873,4772,9645
E02005060,Gravesham 006,4483,4162,8645
E02005061,Gravesham 007,3848,3648,7496
E02005062,Gravesham 008,3614,3471,7085
E02005063,Gravesham 009,3765,3561,7326
E02005064,Gravesham 010,3391,3172,6563
E02005065,Gravesham 011,4369,3942,8311
E02005066,Gravesham 012,3994,3753,7747
E02005067,Gravesham 013,3003,2929,5932
E02005068,Maidstone 001,3578,3599,7177
E02005069,Maidstone 002,4578,4507,9085
E02005070,Maidstone 003,5059,4693,9752
E02005071,Maidstone 004,5565,6727,12292
E02005072,Maidstone 005,4123,3918,8041
E02005073,Maidstone 006,6013,6353,12366
E02005074,Maidstone 007,4158,3874,8032
E02005075,Maidstone 008,5652,5409,11061
E02005076,Maidstone 009,5087,4924,10011
E02005077,Maidstone 010,4113,3986,8099
E02005078,Maidstone 011,4956,4808,9764
E02005079,Maidstone 012,4613,4439,9052
E02005080,Maidstone 013,6376,5805,12181
E02005081,Maidstone 014,3562,3409,6971
E02005082,Maidstone 015,6067,5903,11970
E02005083,Maidstone 016,3996,3854,7850
E02005084,Maidstone 017,3888,3617,7505
E02005085,Maidstone 018,3983,3897,7880
E02005086,Maidstone 019,3451,3242,6693
E02005087,Sevenoaks 001,3738,3403,7141
E02005088,Sevenoaks 002,5218,4695,9913
E02005089,Sevenoaks 003,3547,3309,6856
E02005090,Sevenoaks 004,3105,2826,5931
E02005091,Sevenoaks 005,3502,3269,6771
E02005093,Sevenoaks 007,3070,2954,6024
E02005094,Sevenoaks 008,4993,4733,9726
E02005095,Sevenoaks 009,3899,3667,7566
E02005096,Sevenoaks 010,5073,4780,9853
E02005097,Sevenoaks 011,4906,4734,9640
E02005098,Sevenoaks 012,5238,4868,10106
E02005099,Sevenoaks 013,4104,3859,7963
E02005100,Sevenoaks 014,5149,4732,9881
E02005101,Sevenoaks 015,3601,3471,7072
E02005102,Folkestone and Hythe 001,3153,2935,6088
E02005103,Folkestone and Hythe 002,5179,4907,10086
E02005104,Folkestone and Hythe 003,4170,3827,7997
E02005105,Folkestone and Hythe 004,3932,3724,7656
E02005106,Folkestone and Hythe 005,5189,4817,10006
E02005107,Folkestone and Hythe 006,6555,6544,13099
E02005109,Folkestone and Hythe 008,3540,3152,6692
E02005110,Folkestone and Hythe 009,3610,3497,7107
E02005111,Folkestone and Hythe 010,3801,3384,7185
E02005112,Folkestone and Hythe 011,3616,3440,7056
E02005113,Folkestone and Hythe 012,3744,3508,7252
E02005114,Folkestone and Hythe 013,3160,3180,6340
E02005115,Swale 001,3382,3325,6707
E02005116,Swale 002,3407,3137,6544
E02005117,Swale 003,3319,3265,6584
E02005118,Swale 004,5572,5283,10855
E02005119,Swale 005,3343,3231,6574
E02005120,Swale 006,3709,5924,9633
E02005121,Swale 007,7089,6948,14037
E02005122,Swale 008,4034,3777,7811
E02005123,Swale 009,6477,6279,12756
E02005124,Swale 010,4570,4251,8821
E02005125,Swale 011,4330,4219,8549
E02005126,Swale 012,4182,3982,8164
E02005127,Swale 013,4554,4333,8887
E02005128,Swale 014,4674,4299,8973
E02005129,Swale 015,5979,5484,11463
E02005130,Swale 016,4765,4756,9521
E02005131,Swale 017,2976,2823,5799
E02005132,Thanet 001,5469,5163,10632
E02005133,Thanet 002,4556,4080,8636
E02005134,Thanet 003,4075,3919,7994
E02005135,Thanet 004,4071,3811,7882
E02005136,Thanet 005,4161,3885,8046
E02005137,Thanet 006,4081,3640,7721
E02005138,Thanet 007,4758,4289,9047
E02005139,Thanet 008,4698,4166,8864
E02005140,Thanet 009,3972,3585,7557
E02005141,Thanet 010,3611,3454,7065
E02005142,Thanet 011,3758,3537,7295
E02005143,Thanet 012,4304,3903,8207
E02005144,Thanet 013,4594,4331,8925
E02005145,Thanet 014,4110,3945,8055
E02005146,Thanet 015,4229,3911,8140
E02005147,Thanet 016,4420,4286,8706
E02005148,Thanet 017,4059,3755,7814
E02005149,Tonbridge and Malling 001,6216,5888,12104
E02005150,Tonbridge and Malling 002,6063,5767,11830
E02005151,Tonbridge and Malling 003,6534,6182,12716
E02005153,Tonbridge and Malling 005,4864,4578,9442
E02005154,Tonbridge and Malling 006,6056,5695,11751
E02005155,Tonbridge and Malling 007,6370,6189,12559
E02005156,Tonbridge and Malling 008,3672,3541,7213
E02005157,Tonbridge and Malling 009,3513,3217,6730
E02005158,Tonbridge and Malling 010,3370,3244,6614
E02005159,Tonbridge and Malling 011,4055,3675,7730
E02005160,Tonbridge and Malling 012,6264,6244,12508
E02005161,Tonbridge and Malling 013,4418,4184,8602
E02005162,Tunbridge Wells 001,5377,5135,10512
E02005163,Tunbridge Wells 002,4138,3942,8080
E02005164,Tunbridge Wells 003,4549,4376,8925
E02005165,Tunbridge Wells 004,3920,3597,7517
E02005166,Tunbridge Wells 005,3556,3357,6913
E02005167,Tunbridge Wells 006,3915,3746,7661
E02005168,Tunbridge Wells 007,3899,3673,7572
E02005169,Tunbridge Wells 008,4519,4578,9097
E02005170,Tunbridge Wells 009,5140,4707,9847
E02005171,Tunbridge Wells 010,3252,2948,6200
E02005172,Tunbridge Wells 011,4154,4108,8262
E02005173,Tunbridge Wells 012,4318,4112,8430
E02005174,Tunbridge Wells 013,3926,3650,7576
E02005175,Tunbridge Wells 014,4701,4018,8719
E02005503,Breckland 001,3748,3734,7482
E02005504,Breckland 002,4691,4555,9246
E02005505,Breckland 003,3995,3659,7654
E02005506,Breckland 004,3546,3467,7013
E02005507,Breckland 005,5938,5667,11605
E02005508,Breckland 006,3625,3623,7248
E02005509,Breckland 007,4460,4105,8565
E02005510,Breckland 008,3731,3595,7326
E02005511,Breckland 009,4555,4412,8967
E02005512,Breckland 010,4643,5463,10106
E02005513,Breckland 011,5413,5178,10591
E02005514,Breckland 012,3467,3411,6878
E02005515,Breckland 013,3230,3242,6472
E02005516,Breckland 014,3549,3515,7064
E02005517,Breckland 015,3018,2915,5933
E02005518,Breckland 016,5314,5377,10691
E02005519,Breckland 017,4428,4206,8634
E02005520,Broadland 001,4689,4247,8936
E02005521,Broadland 002,4375,4275,8650
E02005522,Broadland 003,2802,2695,5497
E02005523,Broadland 004,4396,4213,8609
E02005524,Broadland 005,2672,2659,5331
E02005525,Broadland 006,5052,4785,9837
E02005526,Broadland 007,2794,2596,5390
E02005527,Broadland 008,4639,4520,9159
E02005528,Broadland 009,4305,4191,8496
E02005529,Broadland 010,2973,2709,5682
E02005530,Broadland 011,2740,2702,5442
E02005531,Broadland 012,2769,2575,5344
E02005532,Broadland 013,4849,4681,9530
E02005533,Broadland 014,4661,4389,9050
E02005534,Broadland 015,3781,3584,7365
E02005535,Broadland 016,3632,3531,7163
E02005536,Broadland 017,3182,3035,6217
E02005537,Broadland 018,3148,2877,6025
E02005538,Great Yarmouth 001,4948,4735,9683
E02005539,Great Yarmouth 002,4061,3954,8015
E02005540,Great Yarmouth 003,4520,4283,8803
E02005541,Great Yarmouth 004,3034,2866,5900
E02005542,Great Yarmouth 005,3583,3628,7211
E02005543,Great Yarmouth 006,4602,4740,9342
E02005544,Great Yarmouth 007,3629,3526,7155
E02005545,Great Yarmouth 008,3297,3180,6477
E02005546,Great Yarmouth 009,4138,3787,7925
E02005547,Great Yarmouth 010,4372,4134,8506
E02005548,Great Yarmouth 011,3924,3494,7418
E02005549,Great Yarmouth 012,2820,2768,5588
E02005550,Great Yarmouth 013,3926,3801,7727
E02005551,King's Lynn and West Norfolk 001,2786,2445,5231
E02005552,King's Lynn and West Norfolk 002,3321,3220,6541
E02005553,King's Lynn and West Norfolk 003,4606,4116,8722
E02005554,King's Lynn and West Norfolk 004,3698,3349,7047
E02005555,King's Lynn and West Norfolk 005,3519,3316,6835
E02005556,King's Lynn and West Norfolk 006,4041,3731,7772
E02005557,King's Lynn and West Norfolk 007,3548,3330,6878
E02005558,King's Lynn and West Norfolk 008,3778,3578,7356
E02005559,King's Lynn and West Norfolk 009,3775,3583,7358
E02005560,King's Lynn and West Norfolk 010,4722,4367,9089
E02005561,King's Lynn and West Norfolk 011,5493,5394,10887
E02005562,King's Lynn and West Norfolk 012,3866,3593,7459
E02005563,King's Lynn and West Norfolk 013,4068,3988,8056
E02005564,King's Lynn and West Norfolk 014,4730,4917,9647
E02005565,King's Lynn and West Norfolk 015,3677,3674,7351
E02005566,King's Lynn and West Norfolk 016,5262,5154,10416
E02005567,King's Lynn and West Norfolk 017,5960,5389,11349
E02005568,King's Lynn and West Norfolk 018,3778,3817,7595
E02005569,King's Lynn and West Norfolk 019,4337,4403,8740
E02005570,North Norfolk 001,3720,3368,7088
E02005571,North Norfolk 002,3070,2764,5834
E02005572,North Norfolk 003,3903,3640,7543
E02005573,North Norfolk 004,3024,2726,5750
E02005574,North Norfolk 005,3522,3432,6954
E02005575,North Norfolk 006,3550,3431,6981
E02005576,North Norfolk 007,3395,3268,6663
E02005577,North Norfolk 008,3041,2935,5976
E02005578,North Norfolk 009,2996,2921,5917
E02005580,North Norfolk 011,4151,3863,8014
E02005581,North Norfolk 012,3666,4181,7847
E02005582,North Norfolk 013,3438,3365,6803
E02005583,North Norfolk 014,4413,4191,8604
E02005584,Norwich 001,5517,5660,11177
E02005585,Norwich 002,5605,5597,11202
E02005586,Norwich 003,5162,5190,10352
E02005587,Norwich 004,5004,5329,10333
E02005588,Norwich 005,6714,6319,13033
E02005589,Norwich 006,6231,6033,12264
E02005592,Norwich 009,4754,4430,9184
E02005593,Norwich 010,5810,5058,10868
E02005594,Norwich 011,5716,5223,10939
E02005595,Norwich 012,4971,4407,9378
E02005596,Norwich 013,5143,4829,9972
E02005598,South Norfolk 002,5159,4796,9955
E02005599,South Norfolk 003,3748,3453,7201
E02005600,South Norfolk 004,3322,3085,6407
E02005601,South Norfolk 005,2832,2631,5463
