Middle layer Super Output Areas Code,Middle layer Super Output Areas,Female,Male,Total
E02005602,South Norfolk 006,6562,6146,12708
E02005603,South Norfolk 007,6632,6185,12817
E02005604,South Norfolk 008,4478,4371,8849
E02005605,South Norfolk 009,5444,5244,10688
E02005606,South Norfolk 010,2929,2910,5839
E02005607,South Norfolk 011,5885,5670,11555
E02005608,South Norfolk 012,3898,3729,7627
E02005609,South Norfolk 013,3848,3700,7548
E02005610,South Norfolk 014,4089,4001,8090
E02005611,South Norfolk 015,5596,5324,10920
E02005921,Cherwell 001,3496,3404,6900
E02005922,Cherwell 002,4419,4418,8837
E02005923,Cherwell 003,2994,3021,6015
E02005924,Cherwell 004,6110,6489,12599
E02005925,Cherwell 005,4548,4336,8884
E02005926,Cherwell 006,4706,4318,9024
E02005927,Cherwell 007,2812,2836,5648
E02005928,Cherwell 008,5683,5423,11106
E02005929,Cherwell 009,3780,3563,7343
E02005930,Cherwell 010,4793,4671,9464
E02005931,Cherwell 011,5732,5523,11255
E02005932,Cherwell 012,3335,3391,6726
E02005933,Cherwell 013,3901,3814,7715
E02005934,Cherwell 014,4512,4335,8847
E02005935,Cherwell 015,4346,4235,8581
E02005936,Cherwell 016,6284,6779,13063
E02005937,Cherwell 017,3352,3189,6541
E02005938,Cherwell 018,2852,2831,5683
E02005939,Cherwell 019,3454,3328,6782
E02005940,Oxford 001,3165,2989,6154
E02005941,Oxford 002,3658,3425,7083
E02005942,Oxford 003,3306,2944,6250
E02005943,Oxford 004,3832,3500,7332
E02005944,Oxford 005,4202,4191,8393
E02005945,Oxford 006,5911,5204,11115
E02005946,Oxford 007,4339,4129,8468
E02005947,Oxford 008,9138,9337,18475
E02005948,Oxford 009,3316,3302,6618
E02005949,Oxford 010,4058,3563,7621
E02005950,Oxford 011,5603,5534,11137
E02005951,Oxford 012,2827,2751,5578
E02005953,Oxford 014,3079,2935,6014
E02005954,Oxford 015,5211,5271,10482
E02005955,Oxford 016,5705,5528,11233
E02005956,Oxford 017,3331,3226,6557
E02005957,Oxford 018,3553,3357,6910
E02005958,South Oxfordshire 001,2761,2619,5380
E02005959,South Oxfordshire 002,2972,2924,5896
E02005960,South Oxfordshire 003,4033,3856,7889
E02005961,South Oxfordshire 004,3468,3270,6738
E02005962,South Oxfordshire 005,5144,5023,10167
E02005963,South Oxfordshire 006,4047,3987,8034
E02005964,South Oxfordshire 007,3729,3571,7300
E02005965,South Oxfordshire 008,2850,2669,5519
E02005966,South Oxfordshire 009,4021,4094,8115
E02005967,South Oxfordshire 010,4784,4750,9534
E02005968,South Oxfordshire 011,3718,4293,8011
E02005969,South Oxfordshire 012,5055,4643,9698
E02005970,South Oxfordshire 013,2692,2821,5513
E02005971,South Oxfordshire 014,3194,3163,6357
E02005972,South Oxfordshire 015,6122,5890,12012
E02005973,South Oxfordshire 016,3145,2768,5913
E02005974,South Oxfordshire 017,3269,3004,6273
E02005975,South Oxfordshire 018,4163,4071,8234
E02005976,South Oxfordshire 019,3195,3145,6340
E02005977,South Oxfordshire 020,3164,2996,6160
E02005978,Vale of White Horse 001,3871,3728,7599
E02005979,Vale of White Horse 002,5122,5153,10275
E02005980,Vale of White Horse 003,5364,6400,11764
E02005981,Vale of White Horse 004,4316,4236,8552
E02005982,Vale of White Horse 005,2919,2820,5739
E02005983,Vale of White Horse 006,5535,5446,10981
E02005984,Vale of White Horse 007,4637,4515,9152
E02005985,Vale of White Horse 008,4007,3897,7904
E02005986,Vale of White Horse 009,4977,4713,9690
E02005987,Vale of White Horse 010,5237,5060,10297
E02005988,Vale of White Horse 011,4587,4539,9126
E02005991,Vale of White Horse 014,5185,4882,10067
E02005992,Vale of White Horse 015,7141,6773,13914
E02005993,West Oxfordshire 001,3777,3473,7250
E02005994,West Oxfordshire 002,3216,3052,6268
E02005995,West Oxfordshire 003,3270,3102,6372
E02005996,West Oxfordshire 004,4616,4317,8933
E02005997,West Oxfordshire 005,3072,2883,5955
E02005998,West Oxfordshire 006,3643,3386,7029
E02005999,West Oxfordshire 007,3342,3202,6544
E02006000,West Oxfordshire 008,6025,5748,11773
E02006001,West Oxfordshire 009,3664,3423,7087
E02006002,West Oxfordshire 010,5501,5268,10769
E02006003,West Oxfordshire 011,3016,2914,5930
E02006004,West Oxfordshire 012,3331,4005,7336
E02006005,West Oxfordshire 013,5093,4939,10032
E02006006,West Oxfordshire 014,2809,2841,5650
E02006007,West Oxfordshire 015,3731,3577,7308
E02006227,Babergh 001,3294,3138,6432
E02006228,Babergh 002,3125,3034,6159
E02006229,Babergh 003,3176,3006,6182
E02006230,Babergh 004,5759,5253,11012
E02006231,Babergh 005,4358,4272,8630
E02006232,Babergh 006,3120,3001,6121
E02006233,Babergh 007,6059,5563,11622
E02006234,Babergh 008,5192,4758,9950
E02006235,Babergh 009,4168,4032,8200
E02006236,Babergh 010,5354,5086,10440
E02006237,Babergh 011,3927,3670,7597
E02006238,West Suffolk 002,4833,4857,9690
E02006239,West Suffolk 001,4092,4632,8724
E02006240,West Suffolk 003,4862,5366,10228
E02006241,West Suffolk 004,4400,4443,8843
E02006242,West Suffolk 007,5413,5228,10641
E02006243,West Suffolk 008,4732,4599,9331
E02006245,Ipswich 001,4267,4019,8286
E02006246,Ipswich 002,3755,3677,7432
E02006247,Ipswich 003,4563,4541,9104
E02006248,Ipswich 004,4346,4135,8481
E02006249,Ipswich 005,4251,4137,8388
E02006250,Ipswich 006,5001,5198,10199
E02006251,Ipswich 007,5116,5576,10692
E02006252,Ipswich 008,4884,4816,9700
E02006253,Ipswich 009,3750,3699,7449
E02006254,Ipswich 010,4659,4738,9397
E02006255,Ipswich 011,4095,4026,8121
E02006256,Ipswich 012,4974,4866,9840
E02006257,Ipswich 013,3494,3282,6776
E02006258,Ipswich 014,4904,4747,9651
E02006259,Ipswich 015,3740,3539,7279
E02006260,Ipswich 016,4527,4320,8847
E02006261,Mid Suffolk 001,4123,3833,7956
E02006262,Mid Suffolk 002,4565,4425,8990
E02006263,Mid Suffolk 003,3797,3737,7534
E02006264,Mid Suffolk 004,4494,4376,8870
E02006265,Mid Suffolk 005,3783,3595,7378
E02006266,Mid Suffolk 006,4808,4627,9435
E02006267,Mid Suffolk 007,4207,4141,8348
E02006268,Mid Suffolk 008,3227,2932,6159
E02006269,Mid Suffolk 009,3933,3805,7738
E02006270,Mid Suffolk 010,6441,6353,12794
E02006271,Mid Suffolk 011,4763,5082,9845
E02006272,Mid Suffolk 012,3922,3730,7652
E02006273,West Suffolk 005,3529,3310,6839
E02006274,West Suffolk 006,3167,3432,6599
E02006275,West Suffolk 009,3563,3437,7000
E02006276,West Suffolk 016,4193,4037,8230
E02006277,West Suffolk 012,3860,3828,7688
E02006278,West Suffolk 011,4186,4191,8377
E02006279,West Suffolk 014,4422,4325,8747
E02006280,West Suffolk 010,5018,4712,9730
E02006281,West Suffolk 013,4418,3903,8321
E02006282,West Suffolk 017,3347,3174,6521
E02006283,West Suffolk 018,3570,4683,8253
E02006284,West Suffolk 019,3978,3752,7730
E02006285,West Suffolk 021,3781,3768,7549
E02006286,West Suffolk 020,5634,5518,11152
E02006287,East Suffolk 016,3164,3096,6260
E02006288,East Suffolk 017,5227,4828,10055
E02006289,East Suffolk 018,5053,4646,9699
E02006290,East Suffolk 019,4249,3857,8106
E02006291,East Suffolk 020,3979,3691,7670
E02006292,East Suffolk 021,3466,3317,6783
E02006293,East Suffolk 023,5168,5989,11157
E02006294,East Suffolk 022,4196,3684,7880
E02006295,East Suffolk 024,4796,4529,9325
E02006296,East Suffolk 025,6640,6450,13090
E02006297,East Suffolk 026,4072,3974,8046
E02006298,East Suffolk 027,4638,4504,9142
E02006299,East Suffolk 028,4333,3901,8234
E02006300,East Suffolk 029,4079,3859,7938
E02006301,East Suffolk 030,3266,3040,6306
E02006302,East Suffolk 001,3398,3240,6638
E02006303,East Suffolk 002,4176,3807,7983
E02006304,East Suffolk 003,4197,3952,8149
E02006305,East Suffolk 004,4946,4787,9733
E02006306,East Suffolk 005,3713,3576,7289
E02006307,East Suffolk 007,3757,3566,7323
E02006308,East Suffolk 006,3785,3845,7630
E02006309,East Suffolk 009,3566,3176,6742
E02006310,East Suffolk 008,4199,3879,8078
E02006311,East Suffolk 010,4312,3901,8213
E02006312,East Suffolk 011,4328,4158,8486
E02006313,East Suffolk 012,5154,4777,9931
E02006314,East Suffolk 013,3682,3579,7261
E02006315,East Suffolk 014,3032,2810,5842
E02006316,East Suffolk 015,3654,3419,7073
E02006317,Elmbridge 001,3320,3032,6352
E02006318,Elmbridge 002,3606,3359,6965
E02006319,Elmbridge 003,3725,3490,7215
E02006320,Elmbridge 004,3750,3501,7251
E02006321,Elmbridge 005,3444,3164,6608
E02006322,Elmbridge 006,3339,3150,6489
E02006323,Elmbridge 007,3849,3679,7528
E02006324,Elmbridge 008,4110,3805,7915
E02006325,Elmbridge 009,4680,4492,9172
E02006326,Elmbridge 010,3852,3680,7532
E02006327,Elmbridge 011,3482,3215,6697
E02006328,Elmbridge 012,4974,4624,9598
E02006329,Elmbridge 013,3675,3422,7097
E02006330,Elmbridge 014,5160,4768,9928
E02006331,Elmbridge 015,3753,3510,7263
E02006332,Elmbridge 016,3433,3218,6651
E02006333,Elmbridge 017,5149,4795,9944
E02006334,Elmbridge 018,4442,4109,8551
E02006335,Epsom and Ewell 001,4055,3858,7913
E02006336,Epsom and Ewell 002,3757,3410,7167
E02006337,Epsom and Ewell 003,4487,4384,8871
E02006338,Epsom and Ewell 004,3524,3262,6786
E02006339,Epsom and Ewell 005,5535,5378,10913
E02006341,Epsom and Ewell 007,5290,4959,10249
E02006342,Epsom and Ewell 008,4391,3806,8197
E02006343,Epsom and Ewell 009,4705,4351,9056
E02006344,Guildford 001,4424,4096,8520
E02006345,Guildford 002,3261,4414,7675
E02006346,Guildford 003,5123,4800,9923
E02006347,Guildford 004,3608,3519,7127
E02006348,Guildford 005,4411,4051,8462
E02006349,Guildford 006,4027,3977,8004
E02006350,Guildford 007,3146,3231,6377
E02006351,Guildford 008,4300,4071,8371
E02006352,Guildford 009,3014,3130,6144
E02006353,Guildford 010,3122,2993,6115
E02006354,Guildford 011,4961,4658,9619
E02006355,Guildford 012,5245,4511,9756
E02006356,Guildford 013,5706,5749,11455
E02006357,Guildford 014,3768,3443,7211
E02006358,Guildford 015,4523,4451,8974
E02006359,Guildford 016,3099,3030,6129
E02006360,Guildford 017,4238,3888,8126
E02006361,Guildford 018,2952,2704,5656
E02006362,Mole Valley 001,3639,3264,6903
E02006363,Mole Valley 002,3100,2954,6054
E02006364,Mole Valley 003,3927,3776,7703
E02006365,Mole Valley 004,3220,3040,6260
E02006366,Mole Valley 005,4054,3968,8022
E02006367,Mole Valley 006,3083,2886,5969
E02006368,Mole Valley 007,2977,2702,5679
E02006369,Mole Valley 008,3217,3042,6259
E02006370,Mole Valley 009,3259,3082,6341
E02006371,Mole Valley 010,3767,3556,7323
E02006372,Mole Valley 011,3333,3078,6411
E02006373,Mole Valley 012,3851,3661,7512
E02006374,Mole Valley 013,3459,3492,6951
E02006375,Reigate and Banstead 001,3478,3295,6773
E02006376,Reigate and Banstead 002,4506,4721,9227
E02006377,Reigate and Banstead 003,3222,2947,6169
E02006378,Reigate and Banstead 004,4510,4338,8848
E02006379,Reigate and Banstead 005,3707,3263,6970
E02006380,Reigate and Banstead 006,3670,3425,7095
E02006381,Reigate and Banstead 007,3659,3596,7255
E02006382,Reigate and Banstead 008,3493,3371,6864
E02006383,Reigate and Banstead 009,5254,4861,10115
E02006384,Reigate and Banstead 010,5574,5345,10919
E02006385,Reigate and Banstead 011,5685,5638,11323
E02006386,Reigate and Banstead 012,4320,4058,8378
E02006387,Reigate and Banstead 013,3475,3313,6788
E02006388,Reigate and Banstead 014,4765,4562,9327
E02006389,Reigate and Banstead 015,3753,3617,7370
E02006390,Reigate and Banstead 016,5401,5107,10508
E02006391,Reigate and Banstead 017,3927,3822,7749
E02006392,Reigate and Banstead 018,4621,4548,9169
E02006393,Runnymede 001,3619,3325,6944
E02006394,Runnymede 002,6240,5587,11827
E02006395,Runnymede 003,5024,4729,9753
E02006396,Runnymede 004,3058,2906,5964
E02006397,Runnymede 005,3263,3071,6334
E02006398,Runnymede 006,4484,4172,8656
E02006399,Runnymede 007,6297,5973,12270
E02006400,Runnymede 008,2926,2759,5685
E02006401,Runnymede 009,5555,5156,10711
E02006402,Runnymede 010,5082,4856,9938
E02006403,Spelthorne 001,3326,3412,6738
E02006404,Spelthorne 002,3870,3888,7758
E02006405,Spelthorne 003,5860,5570,11430
E02006406,Spelthorne 004,4454,4499,8953
E02006407,Spelthorne 005,4731,4577,9308
E02006408,Spelthorne 006,4447,4404,8851
E02006409,Spelthorne 007,3498,3280,6778
E02006410,Spelthorne 008,4354,4159,8513
E02006411,Spelthorne 009,3659,3531,7190
E02006412,Spelthorne 010,3992,3750,7742
E02006413,Spelthorne 011,3361,3110,6471
E02006414,Spelthorne 012,3196,3040,6236
E02006415,Spelthorne 013,3585,3401,6986
E02006416,Surrey Heath 001,4272,4113,8385
E02006417,Surrey Heath 002,3079,3004,6083
E02006418,Surrey Heath 003,3408,3128,6536
E02006419,Surrey Heath 004,4291,3957,8248
E02006420,Surrey Heath 005,3963,3781,7744
E02006421,Surrey Heath 006,5091,5245,10336
E02006422,Surrey Heath 007,3187,3019,6206
E02006423,Surrey Heath 008,5723,5485,11208
E02006424,Surrey Heath 009,3264,3231,6495
E02006425,Surrey Heath 010,3307,3135,6442
E02006426,Surrey Heath 011,2802,2740,5542
E02006427,Surrey Heath 012,3615,3615,7230
E02006429,Tandridge 002,4148,4064,8212
E02006430,Tandridge 003,4942,4576,9518
E02006431,Tandridge 004,6169,5402,11571
E02006432,Tandridge 005,2890,2781,5671
E02006433,Tandridge 006,4913,4578,9491
E02006434,Tandridge 007,3478,3151,6629
E02006435,Tandridge 008,3147,2967,6114
E02006436,Tandridge 009,3263,2951,6214
E02006437,Tandridge 010,4312,4076,8388
E02006438,Tandridge 011,4209,4142,8351
E02006439,Waverley 001,3194,3043,6237
E02006440,Waverley 002,3612,3583,7195
E02006441,Waverley 003,4464,3964,8428
E02006442,Waverley 004,3243,3171,6414
E02006443,Waverley 005,3891,3611,7502
E02006444,Waverley 006,3654,3524,7178
E02006445,Waverley 007,4105,4330,8435
E02006446,Waverley 008,3722,3257,6979
E02006447,Waverley 009,3429,3319,6748
E02006448,Waverley 010,3802,3585,7387
E02006449,Waverley 011,3637,3319,6956
E02006450,Waverley 012,3724,3440,7164
E02006451,Waverley 013,6075,5717,11792
E02006453,Waverley 015,4437,3951,8388
E02006454,Waverley 016,3499,3266,6765
E02006455,Waverley 017,3141,3001,6142
E02006456,Woking 001,4117,3903,8020
E02006457,Woking 002,4755,4577,9332
E02006458,Woking 003,4683,4542,9225
E02006459,Woking 004,5209,5445,10654
E02006460,Woking 005,4744,4578,9322
E02006461,Woking 006,3393,3395,6788
E02006462,Woking 007,4208,4135,8343
E02006463,Woking 008,5199,5462,10661
E02006464,Woking 009,3465,3346,6811
E02006465,Woking 010,3141,3074,6215
E02006466,Woking 011,5737,5567,11304
E02006467,Woking 012,3651,3614,7265
E02006534,Adur 001,4728,4367,9095
E02006535,Adur 002,3800,3562,7362
E02006536,Adur 003,3776,3724,7500
E02006537,Adur 004,5496,5038,10534
E02006538,Adur 005,4754,4507,9261
E02006539,Adur 006,3773,3521,7294
E02006540,Adur 007,2958,2766,5724
E02006541,Adur 008,4045,3730,7775
E02006542,Arun 001,2990,2746,5736
E02006543,Arun 002,2886,2712,5598
E02006544,Arun 003,5978,5637,11615
E02006545,Arun 004,6262,5900,12162
E02006546,Arun 005,5776,5191,10967
E02006547,Arun 006,3374,3538,6912
E02006548,Arun 007,5168,4587,9755
E02006549,Arun 008,3327,2921,6248
E02006550,Arun 009,5050,4558,9608
E02006551,Arun 010,4375,3580,7955
E02006552,Arun 011,3618,3764,7382
E02006553,Arun 012,4995,4668,9663
E02006554,Arun 013,3455,3163,6618
E02006555,Arun 014,3997,3698,7695
E02006556,Arun 015,5579,5014,10593
E02006557,Arun 016,3996,3772,7768
E02006558,Arun 017,5302,5423,10725
E02006559,Arun 018,4276,3905,8181
E02006560,Arun 019,5025,4680,9705
E02006561,Chichester 001,3416,3289,6705
E02006562,Chichester 002,3157,3003,6160
E02006563,Chichester 003,2907,2845,5752
E02006564,Chichester 004,4285,3705,7990
E02006565,Chichester 005,4230,3932,8162
E02006566,Chichester 006,4337,3896,8233
E02006567,Chichester 007,4007,3676,7683
E02006568,Chichester 008,6554,5746,12300
E02006569,Chichester 009,4611,5014,9625
E02006570,Chichester 010,4800,4106,8906
E02006571,Chichester 011,4449,4065,8514
E02006572,Chichester 012,5970,5516,11486
E02006573,Chichester 013,6118,5510,11628
E02006574,Chichester 014,5712,5211,10923
E02006575,Crawley 001,4289,4657,8946
E02006576,Crawley 002,5376,5338,10714
E02006577,Crawley 003,4666,4425,9091
E02006578,Crawley 004,6161,6423,12584
E02006579,Crawley 005,4114,4239,8353
E02006580,Crawley 006,4247,4149,8396
E02006581,Crawley 007,5214,5141,10355
E02006582,Crawley 008,3934,3915,7849
E02006583,Crawley 009,4782,4699,9481
E02006584,Crawley 010,4017,3823,7840
E02006585,Crawley 011,4303,4011,8314
E02006586,Crawley 012,4005,4032,8037
E02006587,Crawley 013,4384,4151,8535
E02006588,Horsham 001,5277,5133,10410
E02006589,Horsham 002,5833,5510,11343
E02006590,Horsham 003,4526,4256,8782
E02006591,Horsham 004,4134,4138,8272
E02006592,Horsham 005,3401,3277,6678
E02006593,Horsham 006,5768,5518,11286
E02006594,Horsham 007,5605,5336,10941
E02006595,Horsham 008,4598,4360,8958
E02006596,Horsham 009,4740,4623,9363
E02006597,Horsham 010,6324,6071,12395
E02006598,Horsham 011,2736,2719,5455
E02006599,Horsham 012,3487,3403,6890
E02006600,Horsham 013,5177,4689,9866
E02006601,Horsham 014,4663,4293,8956
E02006602,Horsham 015,4417,4299,8716
E02006603,Horsham 016,4459,4009,8468
E02006604,Mid Sussex 001,6787,6493,13280
E02006605,Mid Sussex 002,3226,3140,6366
E02006606,Mid Sussex 003,4366,3984,8350
E02006607,Mid Sussex 004,4057,3903,7960
E02006608,Mid Sussex 005,3262,3072,6334
E02006609,Mid Sussex 006,3483,3406,6889
E02006610,Mid Sussex 007,4008,3861,7869
E02006611,Mid Sussex 008,5987,5493,11480
E02006612,Mid Sussex 009,6013,5814,11827
E02006613,Mid Sussex 010,4044,3707,7751
E02006614,Mid Sussex 011,6614,6238,12852
E02006615,Mid Sussex 012,3611,3450,7061
E02006616,Mid Sussex 013,5024,4816,9840
E02006617,Mid Sussex 014,4693,4441,9134
E02006618,Mid Sussex 015,3384,3072,6456
E02006619,Mid Sussex 016,4659,4420,9079
E02006620,Mid Sussex 017,5282,4756,10038
E02006621,Worthing 001,3934,3758,7692
E02006622,Worthing 002,4041,3848,7889
E02006623,Worthing 003,4281,3810,8091
E02006624,Worthing 004,3703,3627,7330
E02006625,Worthing 005,4139,3912,8051
E02006626,Worthing 006,5310,4877,10187
E02006627,Worthing 007,4939,4668,9607
E02006628,Worthing 008,4600,4342,8942
E02006629,Worthing 009,4070,3741,7811
E02006630,Worthing 010,4609,4297,8906
E02006631,Worthing 011,5152,5033,10185
E02006632,Worthing 012,4304,3940,8244
E02006633,Worthing 013,4425,3979,8404
E02006782,Bromley 040,4315,3811,8126
E02006783,Lewisham 037,4206,3566,7772
E02006784,Lewisham 038,4151,3817,7968
E02006785,Bexley 029,3426,3197,6623
E02006786,Greenwich 033,3973,3585,7558
E02006787,Bromley 041,4079,3815,7894
E02006788,Croydon 045,4104,3507,7611
E02006789,Bromley 042,3485,3295,6780
E02006790,Tandridge 012,4071,3646,7717
E02006791,Ealing 040,3916,3650,7566
E02006792,Hounslow 029,4524,4474,8998
E02006793,Enfield 037,5173,4472,9645
E02006794,Haringey 037,4370,3916,8286
E02006795,Harrow 032,4080,4189,8269
E02006796,Hillingdon 033,4840,4854,9694
E02006798,Lewisham 039,4509,4379,8888
E02006799,Barking and Dagenham 023,6207,5834,12041
E02006800,Redbridge 034,7258,7423,14681
E02006801,Lambeth 036,4386,4181,8567
E02006802,Southwark 034,4654,4622,9276
E02006821,Portsmouth 026,3388,3272,6660
E02006822,Havant 018,4717,4591,9308
E02006823,Buckinghamshire 039,4633,4302,8935
E02006824,Buckinghamshire 036,4930,4604,9534
E02006825,East Cambridgeshire 011,3185,3015,6200
E02006826,West Suffolk 015,4834,4919,9753
E02006829,East Hampshire 016,3814,3582,7396
E02006830,Havant 019,3432,3238,6670
E02006831,Havant 020,3182,3004,6186
E02006832,Sevenoaks 016,3163,2906,6069
E02006833,Tonbridge and Malling 014,6454,5950,12404
E02006836,Sutton 025,4480,4241,8721
E02006837,Epsom and Ewell 010,5991,5794,11785
E02006838,East Hampshire 017,3555,3385,6940
E02006839,Waverley 018,4402,4117,8519
E02006853,Tower Hamlets 032,5678,5337,11015
E02006854,Tower Hamlets 033,3337,3737,7074
E02006855,Canterbury 019,3249,3168,6417
E02006856,Canterbury 020,5692,5450,11142
E02006857,Eastbourne 013,4728,4266,8994
E02006858,Eastbourne 014,3524,3308,6832
E02006859,Thurrock 019,3902,3789,7691
E02006873,South Cambridgeshire 020,5060,4828,9888
E02006874,South Cambridgeshire 021,5203,5030,10233
E02006877,Peterborough 022,5556,5344,10900
E02006878,Peterborough 023,6543,6438,12981
E02006879,Folkestone and Hythe 014,3186,3357,6543
E02006880,Folkestone and Hythe 015,3347,3301,6648
E02006882,Harrow 033,7259,7135,14394
E02006886,Vale of White Horse 016,7063,6789,13852
E02006907,Norwich 014,3291,3822,7113
E02006908,Norwich 015,2665,2898,5563
E02006918,Hackney 028,4410,3988,8398
E02006921,Hackney 029,4251,3675,7926
E02006922,Colchester 022,7154,6960,14114
E02006924,Redbridge 035,6848,6753,13601
E02006925,Redbridge 036,7186,7234,14420
E02006926,Thurrock 020,4046,3962,8008
E02006927,Greenwich 034,6519,5848,12367
E02006928,Greenwich 035,6324,5769,12093
E02006930,Greenwich 037,4943,4903,9846
E02006931,Greenwich 038,4873,4588,9461
E02006937,Luton 022,4388,4983,9371
E02006938,Luton 023,2939,3444,6383
E02006939,Reading 019,3314,3762,7076
E02006940,Reading 020,4037,4203,8240
E02006941,Southwark 035,2472,2840,5312
E02006942,Southwark 036,3431,3315,6746
E02006953,Barnet 042,4665,4504,9169
E02006954,Barnet 043,5065,5048,10113
E02006955,Brent 035,3909,3599,7508
E02006956,Brent 036,4329,4501,8830
E02006968,Ealing 041,4265,4084,8349
E02006969,Ealing 042,3257,3167,6424
E02006970,Ealing 043,3467,3876,7343
E02006971,Ealing 044,4064,4231,8295
E02006972,Hounslow 030,2820,2593,5413
E02006973,Hounslow 031,4375,4119,8494
E02006975,Portsmouth 027,4919,5356,10275
E02006976,Portsmouth 028,2717,2595,5312
E02006978,Chelmsford 022,3493,3764,7257
E02006979,Chelmsford 023,3247,3180,6427
E02006980,Rochford 011,3885,3622,7507
E02006981,Rochford 012,4036,3883,7919
E02006987,Croydon 046,3653,3720,7373
E02006988,Croydon 047,3632,3529,7161
E02006991,Greenwich 039,3133,3186,6319
E02006992,Greenwich 040,4268,3961,8229
E02006993,Greenwich 041,4235,4165,8400
E02006994,Greenwich 042,3910,3731,7641
E02006995,Newham 038,4217,4421,8638
E02006996,Newham 039,4181,4246,8427
E02006997,Newham 040,3315,3573,6888
E02006998,Newham 041,3704,3382,7086
E02006999,Newham 042,5618,5626,11244
E02007004,Thurrock 021,3347,3344,6691
E02007005,Thurrock 022,4199,4217,8416
E02007008,Lewisham 040,3028,2739,5767
E02007009,Lewisham 041,4666,4476,9142
E02007010,Bedford 021,4381,4152,8533
E02007011,Bedford 022,3929,3670,7599
E02007012,Milton Keynes 033,4126,4152,8278
E02007013,Milton Keynes 034,5046,5065,10111
E02007014,Milton Keynes 035,3676,3447,7123
E02007015,Milton Keynes 036,4963,4695,9658
E02007016,Milton Keynes 037,4479,4733,9212
E02007017,Redbridge 037,4508,4307,8815
E02007018,Redbridge 038,3674,3597,7271
E02007019,Redbridge 039,3539,3623,7162
E02007020,Redbridge 040,4807,5033,9840
E02007021,Oxford 020,4233,4210,8443
E02007032,North Norfolk 015,3616,3200,6816
E02007033,North Norfolk 016,3177,3014,6191
E02007046,Ashford 015,3617,3411,7028
E02007047,Ashford 016,4563,4281,8844
E02007052,Norwich 016,3228,3236,6464
E02007053,Norwich 017,3040,3041,6081
E02007054,South Norfolk 016,4446,4299,8745
E02007055,South Norfolk 017,3841,3694,7535
E02007056,Colchester 023,4296,4371,8667
E02007057,Colchester 024,3851,3675,7526
E02007068,Slough 015,3527,3491,7018
E02007069,Slough 016,3939,4142,8081
E02007074,Southampton 033,4100,4642,8742
E02007075,Southampton 034,2392,2909,5301
E02007076,Test Valley 016,3838,3830,7668
E02007077,Test Valley 017,3822,3654,7476
E02007078,Test Valley 018,2572,2503,5075
E02007083,Wandsworth 038,3903,3808,7711
E02007084,Wandsworth 039,5247,4643,9890
E02007085,South Cambridgeshire 022,6039,5846,11885
E02007086,Cambridge 015,5761,5372,11133
E02007087,Cambridge 014,3255,2973,6228
E02007088,North Hertfordshire 016,3960,3724,7684
E02007089,North Hertfordshire 017,3744,3660,7404
E02007090,St Albans 021,3143,3123,6266
E02007091,Stevenage 013,3222,3213,6435
E02007092,Welwyn Hatfield 017,2861,2626,5487
E02007093,East Hertfordshire 019,4089,4026,8115
E02007108,Hackney 030,2916,3025,5941
E02007109,Hackney 031,3993,3621,7614
E02007110,Hackney 032,3793,3539,7332
E02007111,Hackney 033,2942,3007,5949
E02007112,Tower Hamlets 034,2775,3118,5893
E02007113,Tower Hamlets 035,3605,3856,7461
E02007114,Tower Hamlets 036,3753,3812,7565
E02007115,Camden 029,6058,5530,11588
E02007116,Oxford 019,3951,4227,8178